incident_month,incident_week,incident_weekday,weekend,part_of_the_day,latitude,longitude,incident_place,incident_district,incident_division,max_temp,avg_temp,min_temp,weather_code,precip,humidity,visibility,cloudcover,heatindex,season,household,male_population,female_population,total_population,gender_ration,average_household_size,density_per_kmsq,literacy_rate,religious_institution,playground,park,police_station,cyber_cafe,school,college,cinema,crime
6,25,5,1,3,23.717807,90.489474,demra,dhaka,dhaka,26.7,23.6,20.5,143,1.9,63.0,9.0,32.0,33.0,2,13098,33414,28695,62109,116.0,4.7,29212,67.5,35,5,0,4,17,35,13,2,kidnap
4,15,6,1,2,23.739381,90.343758,mohammadpur,dhaka,dhaka,34.8,31.6,28.3,356,12.7,73.0,7.0,64.0,42.0,1,26929,66114,54131,120245,122.0,4.5,49000,76.7,79,20,6,6,34,68,49,22,assault
12,48,2,0,4,23.725391,90.342259,hazaribagh,dhaka,dhaka,31.7,29.2,26.7,116,0.1,60.0,10.0,1.0,38.0,3,15179,34188,29394,63582,116.0,4.2,25481,63.4,20,6,4,0,7,20,9,4,rape
7,29,6,1,2,23.761482,90.360979,mohammadpur,dhaka,dhaka,32.0,29.7,27.5,356,7.7,76.0,7.0,70.0,40.0,2,26278,58453,47592,106045,123.0,4.0,58934,62.4,40,11,4,3,26,34,18,8,assault
8,32,5,1,0,23.743582,90.346909,hazaribagh,dhaka,dhaka,30.9,26.4,21.8,308,24.5,88.0,5.0,81.0,40.0,2,18534,44498,38196,82694,116.0,4.5,47286,63.1,22,6,0,1,12,28,14,5,murder
4,15,1,0,4,23.720967,90.488076,demra,dhaka,dhaka,30.3,26.1,22.0,143,1.5,56.0,8.0,25.0,36.0,1,12197,28213,24395,52608,116.0,4.3,23056,67.6,33,5,1,3,10,18,10,1,kidnap
8,30,5,1,1,23.916545,90.311251,ashulia,dhaka,dhaka,36.1,31.1,26.2,353,10.9,79.0,7.0,67.0,44.0,2,15824,37100,30963,68063,120.0,4.3,38865,77.8,48,13,6,6,13,59,13,11,assault
7,30,3,0,0,23.910016,90.203474,dhamrai,dhaka,dhaka,32.2,27.9,23.6,386,32.9,86.0,4.0,80.0,41.0,2,14071,33031,27673,60704,119.0,4.3,23352,45.2,11,4,1,0,7,19,8,3,bodyfound
6,24,6,1,2,23.830534,90.277709,savar,dhaka,dhaka,33.2,29.1,25.0,353,14.1,78.0,7.0,65.0,41.0,2,22116,54093,43981,98074,123.0,4.4,57726,70.5,51,20,7,6,19,59,27,11,assault
3,10,6,1,3,23.744355,90.342231,hazaribagh,dhaka,dhaka,29.7,26.2,22.7,143,1.7,68.0,8.0,12.0,37.0,1,22696,53295,46018,99313,116.0,4.4,34240,64.9,34,10,5,1,19,39,16,4,kidnap
7,29,5,1,3,23.865097,90.27468,savar,dhaka,dhaka,33.2,29.8,26.3,113,1.0,63.0,8.0,23.0,39.0,2,22434,52609,43652,96261,121.0,4.3,46867,67.8,59,10,7,8,23,78,19,8,robbery
10,39,6,1,3,23.712156,90.503405,demra,dhaka,dhaka,37.3,34.5,31.7,176,8.4,81.0,7.0,69.0,45.0,2,26734,61900,49689,111589,125.0,4.2,50519,82.2,79,25,14,8,31,84,44,23,robbery
12,49,0,0,4,23.871867,90.286149,dhaka university,dhaka,dhaka,35.6,33.2,30.8,116,0.1,68.0,8.0,30.0,42.0,3,33527,77683,64106,141789,121.0,4.2,54801,76.9,92,22,15,7,30,116,35,16,robbery
6,26,1,0,4,23.72807,90.497825,demra,dhaka,dhaka,31.7,27.7,23.7,113,0.2,62.0,9.0,37.0,38.0,2,11422,27452,22245,49697,123.0,4.4,23692,56.0,22,2,1,3,13,17,13,2,rape
2,8,6,1,4,23.775002,90.344685,gabtoli,dhaka,dhaka,30.8,28.7,26.6,116,0.6,69.0,8.0,19.0,38.0,3,28582,64964,52776,117740,123.0,4.1,58657,84.7,64,15,7,4,37,62,27,14,robbery
6,22,6,1,0,23.721546,90.505237,demra,dhaka,dhaka,32.1,27.5,22.9,176,19.7,76.0,8.0,61.0,40.0,2,14881,33775,27640,61415,122.0,4.1,34371,65.6,19,5,3,6,10,31,14,7,bodyfound
5,22,6,1,2,23.765264,90.358475,mohammadpur,dhaka,dhaka,36.2,32.1,28.0,356,19.6,76.0,6.0,57.0,44.0,1,20907,54291,44359,98650,122.0,4.7,41625,70.0,60,14,8,5,21,61,16,12,assault
12,50,6,1,2,23.888227,90.258797,dhaka university,dhaka,dhaka,31.2,28.5,25.8,116,1.8,65.0,9.0,12.0,38.0,3,14363,31970,27694,59664,115.0,4.2,37791,79.8,41,4,8,5,13,41,20,7,robbery
10,42,5,1,1,23.711581,90.395123,bangshal,dhaka,dhaka,31.9,27.9,23.8,359,32.0,89.0,7.0,82.0,41.0,2,19831,50123,40999,91122,122.0,4.6,32599,53.3,24,3,3,0,11,27,9,6,bodyfound
8,33,6,1,2,23.733621,90.419927,aftabnagar,dhaka,dhaka,32.9,30.6,28.3,353,16.2,81.0,6.0,57.0,41.0,2,25375,56927,46359,103286,123.0,4.1,40558,69.8,47,12,6,2,20,51,15,11,assault
8,33,5,1,0,23.710185,90.408525,bangshal,dhaka,dhaka,32.4,28.0,23.5,359,23.4,86.0,3.0,91.0,41.0,2,8720,21071,18314,39385,115.0,4.5,25089,58.3,10,2,1,1,5,14,5,4,murder
5,20,6,1,0,23.728662,90.384459,buet,dhaka,dhaka,30.4,28.0,25.6,386,18.8,82.0,4.0,89.0,39.0,1,13619,33012,26628,59640,124.0,4.4,29547,63.4,21,4,2,1,6,25,6,0,murder
10,42,1,0,2,23.713074,90.399307,bangshal,dhaka,dhaka,31.4,26.6,21.8,113,1.4,66.0,8.0,23.0,38.0,2,31167,73220,59564,132784,123.0,4.3,47848,67.9,52,13,4,2,32,55,31,9,robbery
6,24,5,1,4,23.714084,90.511242,demra,dhaka,dhaka,31.6,26.7,21.8,113,0.6,62.0,10.0,35.0,38.0,2,22274,51011,41807,92818,122.0,4.2,31089,60.1,36,10,8,4,21,54,26,10,rape
3,10,6,1,3,23.906236,90.327199,ashulia,dhaka,dhaka,33.8,31.6,29.4,353,15.3,72.0,6.0,48.0,41.0,1,21121,47575,40865,88440,116.0,4.2,31846,67.7,44,10,4,4,21,45,22,11,kidnap
6,24,2,0,4,23.737567,90.362983,hazaribagh,dhaka,dhaka,30.9,28.5,26.0,143,0.1,57.0,8.0,4.0,37.0,2,13471,33758,28274,62032,119.0,4.6,38722,60.7,12,1,3,1,11,21,9,4,kidnap
7,29,6,1,2,23.782353,90.345478,gabtoli,dhaka,dhaka,34.4,31.8,29.1,116,1.8,59.0,9.0,30.0,40.0,2,18621,47411,39129,86540,121.0,4.6,35088,78.9,61,11,11,6,34,55,15,7,robbery
2,7,2,0,4,23.918428,90.31589,ashulia,dhaka,dhaka,28.6,25.5,22.3,176,13.4,71.0,7.0,45.0,36.0,3,14978,38495,32127,70622,120.0,4.7,39602,72.9,61,10,3,8,10,45,34,10,robbery
2,6,5,1,1,23.780732,90.416543,gulshan,dhaka,dhaka,29.2,26.7,24.1,143,1.6,54.0,9.0,39.0,35.0,3,11731,29608,25046,54654,118.0,4.7,30686,58.8,18,2,2,0,9,18,6,1,rape
9,36,6,1,4,23.763718,90.410354,rampura,dhaka,dhaka,33.7,30.1,26.5,356,17.8,81.0,8.0,67.0,42.0,2,36567,81519,65335,146854,125.0,4.0,55102,64.2,54,11,2,1,19,57,33,12,assault
3,10,5,1,0,23.713247,90.49244,demra,dhaka,dhaka,35.8,32.9,30.0,386,39.4,83.0,5.0,78.0,44.0,1,10141,25096,21487,46583,117.0,4.6,22384,48.5,12,3,1,1,4,13,8,2,bodyfound
2,10,2,0,0,23.789268,90.414654,gulshan,dhaka,dhaka,33.2,28.3,23.4,113,0.7,65.0,9.0,20.0,40.0,3,14905,34302,28651,62953,120.0,4.2,31577,50.2,17,3,1,0,9,17,6,4,rape
3,10,2,0,4,23.714709,90.497696,demra,dhaka,dhaka,39.0,36.5,34.0,143,0.8,54.0,10.0,30.0,44.0,1,15001,34807,29789,64596,117.0,4.3,25605,59.4,20,2,2,0,8,17,12,2,rape
5,21,2,0,3,23.775998,90.411208,gulshan,dhaka,dhaka,34.1,29.6,25.0,113,0.8,61.0,10.0,38.0,40.0,1,28954,67470,56094,123564,120.0,4.3,51141,68.8,102,17,12,8,27,73,30,9,robbery
12,48,3,0,4,23.742898,90.393803,uttarkhan,dhaka,dhaka,29.2,25.5,21.8,113,1.5,57.0,9.0,35.0,35.0,3,27638,65527,55713,121240,118.0,4.4,41885,80.4,65,14,5,2,30,71,27,10,robbery
1,4,3,0,4,23.917673,90.310937,ashulia,dhaka,dhaka,31.6,27.2,22.9,113,0.8,60.0,9.0,20.0,38.0,3,22373,52045,43597,95642,119.0,4.3,35942,70.6,44,12,6,3,20,46,27,5,robbery
10,42,3,0,4,23.809743,90.40089,cantonment,dhaka,dhaka,33.5,28.8,24.2,113,1.3,67.0,9.0,24.0,40.0,2,37858,85992,69872,155864,123.0,4.1,54281,78.4,92,22,13,6,43,97,41,25,robbery
1,4,5,1,0,23.854377,90.270542,savar,dhaka,dhaka,30.6,28.2,25.9,116,1.5,55.0,8.0,9.0,36.0,3,7079,16181,13672,29853,118.0,4.2,15932,73.0,16,3,1,1,4,14,4,0,rape
5,18,3,0,3,23.850569,90.257404,savar,dhaka,dhaka,35.4,33.0,30.6,113,0.2,61.0,9.0,1.0,41.0,1,29640,66481,54855,121336,121.0,4.1,47791,82.4,51,24,11,5,44,79,43,18,robbery
6,22,1,0,1,23.720338,90.386544,chawkbazar,dhaka,dhaka,32.0,27.5,23.0,113,1.0,53.0,8.0,28.0,37.0,2,26994,60917,50113,111030,122.0,4.1,40953,52.4,28,8,3,1,19,39,15,5,rape
7,26,4,0,4,23.727588,90.404726,bangshal,dhaka,dhaka,35.3,31.5,27.6,176,13.0,84.0,9.0,69.0,44.0,2,28242,64532,52353,116885,123.0,4.1,60868,65.6,51,11,9,2,23,51,22,6,robbery
8,30,6,1,1,23.845286,90.279138,savar,dhaka,dhaka,35.6,32.6,29.5,176,6.2,86.0,9.0,63.0,44.0,2,31776,76179,63135,139314,121.0,4.4,56557,64.7,54,14,7,5,42,92,36,11,assault
9,36,2,0,0,23.780292,90.342223,gabtoli,dhaka,dhaka,32.5,29.2,25.9,176,11.4,86.0,8.0,67.0,41.0,2,8662,19251,16162,35413,119.0,4.1,18850,60.6,13,1,1,1,9,13,5,1,kidnap
5,22,0,0,1,23.734208,90.34471,hazaribagh,dhaka,dhaka,32.3,29.8,27.3,308,43.4,86.0,5.0,76.0,41.0,1,14772,35134,29299,64433,120.0,4.4,21687,45.2,16,4,2,1,5,15,9,1,bodyfound
8,30,5,1,1,23.72656,90.434129,aftabnagar,dhaka,dhaka,32.3,30.1,27.8,308,43.1,92.0,4.0,97.0,41.0,2,16666,38929,33371,72300,117.0,4.3,31344,56.0,26,3,2,2,11,25,10,4,bodyfound
11,45,6,1,3,23.744936,90.340776,hazaribagh,dhaka,dhaka,33.0,29.0,24.9,176,9.3,82.0,7.0,60.0,41.0,2,22561,51997,44645,96642,116.0,4.3,37669,79.1,67,21,9,7,30,53,26,13,robbery
6,22,6,1,3,23.705361,90.500214,demra,dhaka,dhaka,35.8,31.4,27.1,356,3.9,82.0,7.0,63.0,44.0,2,16975,41299,33931,75230,122.0,4.4,30104,78.5,25,5,3,4,18,51,20,4,assault
6,25,5,1,2,23.753368,90.43301,aftabnagar,dhaka,dhaka,30.9,26.1,21.3,176,5.5,79.0,8.0,60.0,39.0,2,33874,81872,70364,152236,116.0,4.5,55298,61.0,75,16,12,5,33,69,35,6,assault
11,43,6,1,2,23.73045,90.426047,uttarkhan,dhaka,dhaka,37.8,33.6,29.5,176,7.1,70.0,8.0,59.0,45.0,2,19843,44102,36012,80114,122.0,4.0,37592,75.2,46,4,3,3,20,36,22,6,robbery
3,13,0,0,0,23.911335,90.194306,dhamrai,dhaka,dhaka,35.1,32.1,29.1,143,1.5,62.0,10.0,20.0,41.0,1,17192,40503,34162,74665,119.0,4.3,24935,70.2,16,7,2,0,7,32,18,8,rape
8,34,5,1,1,23.708667,90.39815,chawkbazar,dhaka,dhaka,39.7,37.7,35.6,356,12.0,77.0,7.0,64.0,47.0,2,20750,52684,45703,98387,115.0,4.7,37852,71.4,58,17,7,6,41,61,27,9,assault
8,33,5,1,3,23.921458,90.213171,dhamrai,dhaka,dhaka,31.4,28.9,26.3,143,1.1,61.0,9.0,36.0,37.0,2,10763,27493,23083,50576,119.0,4.7,21040,57.7,16,3,2,5,11,28,13,5,kidnap
6,26,1,0,1,23.799418,90.414091,gulshan,dhaka,dhaka,28.8,25.6,22.4,359,44.9,91.0,4.0,85.0,38.0,2,11181,25506,21350,46856,119.0,4.2,19599,59.5,27,3,1,2,8,24,7,2,bodyfound
5,22,6,1,0,23.747585,90.359478,hazaribagh,dhaka,dhaka,35.2,31.0,26.9,386,39.3,86.0,7.0,82.0,44.0,1,25961,61661,49359,111020,125.0,4.3,41958,58.2,32,13,1,3,28,46,19,12,murder
5,19,3,0,3,23.912087,90.24235,dhamrai,dhaka,dhaka,31.0,27.3,23.6,116,0.2,64.0,9.0,23.0,37.0,1,20918,48296,41092,89388,118.0,4.3,56605,83.4,68,13,8,5,25,51,26,17,robbery
12,49,6,1,4,23.780934,90.403354,gulshan,dhaka,dhaka,34.5,30.0,25.6,113,0.2,60.0,9.0,2.0,41.0,3,36836,88354,71638,159992,123.0,4.3,69547,71.4,65,24,10,3,37,64,46,14,robbery
12,48,0,0,2,23.753779,90.413406,rampura,dhaka,dhaka,29.6,27.4,25.3,113,1.3,69.0,9.0,32.0,37.0,3,17706,44706,38298,83004,117.0,4.7,34908,66.9,37,15,7,5,24,41,19,5,robbery
12,49,4,0,3,23.86606,90.27685,savar,dhaka,dhaka,29.3,25.4,21.5,176,12.1,90.0,7.0,46.0,38.0,3,38490,96368,83055,179423,116.0,4.7,63135,70.2,90,20,15,3,38,89,43,18,robbery
5,19,6,1,2,23.715906,90.497474,demra,dhaka,dhaka,38.8,33.9,29.1,176,6.5,71.0,7.0,75.0,46.0,1,31638,75576,60920,136496,124.0,4.3,45537,60.8,65,14,7,5,28,60,25,6,assault
8,33,1,0,2,23.817124,90.409195,cantonment,dhaka,dhaka,33.6,30.0,26.4,176,13.2,78.0,6.0,63.0,41.0,2,23396,52695,43548,96243,121.0,4.1,43972,69.8,36,8,8,2,18,51,16,6,robbery
4,14,6,1,1,23.89611,90.336563,ashulia,dhaka,dhaka,34.0,29.7,25.4,356,15.8,76.0,7.0,73.0,42.0,1,20900,49271,42681,91952,115.0,4.4,33182,63.6,61,11,11,6,23,60,26,9,assault
2,6,5,1,4,23.720863,90.490834,demra,dhaka,dhaka,29.1,24.8,20.6,113,0.7,55.0,9.0,13.0,35.0,3,32437,72622,59579,132201,122.0,4.1,56530,76.9,71,11,9,4,21,75,40,7,robbery
8,32,5,1,1,23.779176,90.327014,gabtoli,dhaka,dhaka,36.4,34.2,31.9,353,19.1,79.0,7.0,76.0,44.0,2,8948,21175,17377,38552,122.0,4.3,24731,75.3,14,4,2,1,10,21,5,6,assault
5,22,3,0,3,23.757021,90.419297,rampura,dhaka,dhaka,34.0,31.1,28.3,113,0.2,65.0,9.0,1.0,40.0,1,34596,75374,63835,139209,118.0,4.0,54712,75.9,81,15,17,6,43,88,37,21,robbery
12,49,6,1,2,23.745005,90.380878,dhanmondi,dhaka,dhaka,32.8,28.1,23.5,113,1.5,58.0,9.0,15.0,39.0,3,29679,67240,56896,124136,118.0,4.2,47785,65.7,49,18,8,6,32,77,17,9,robbery
11,43,6,1,1,23.741811,90.358849,hazaribagh,dhaka,dhaka,39.7,36.1,32.5,116,1.1,70.0,10.0,17.0,47.0,2,15919,41593,34034,75627,122.0,4.8,34048,57.7,29,7,5,4,14,36,12,8,rape
9,38,1,0,4,23.727332,90.40991,uttarkhan,dhaka,dhaka,32.1,27.7,23.3,116,0.3,52.0,9.0,22.0,37.0,2,8222,18440,15676,34116,118.0,4.1,17707,57.9,8,3,3,3,11,12,3,5,rape
1,5,5,1,2,23.745509,90.382579,dhanmondi,dhaka,dhaka,32.4,30.3,28.1,113,1.5,65.0,8.0,5.0,39.0,3,24678,57475,49911,107386,115.0,4.4,53727,77.8,37,12,10,3,25,68,43,4,robbery
8,34,5,1,3,23.765113,90.333803,gabtoli,dhaka,dhaka,34.3,30.1,26.0,113,0.7,60.0,9.0,35.0,40.0,2,21162,52466,43446,95912,121.0,4.5,43781,65.0,48,14,9,5,23,56,25,10,robbery
5,22,3,0,0,23.875644,90.257458,dhaka university,dhaka,dhaka,39.1,34.3,29.5,116,1.6,70.0,10.0,0.0,46.0,1,8751,19618,16920,36538,116.0,4.2,23635,62.6,16,3,4,3,7,21,5,2,rape
12,47,2,0,3,23.91402,90.231119,dhamrai,dhaka,dhaka,27.4,24.9,22.5,353,15.7,84.0,6.0,78.0,36.0,3,8013,20703,17046,37749,121.0,4.7,16812,60.4,11,1,2,1,5,15,2,2,kidnap
11,46,6,1,0,23.713767,90.390639,chawkbazar,dhaka,dhaka,29.6,24.8,20.0,176,6.4,84.0,9.0,80.0,38.0,2,11508,29284,23440,52724,125.0,4.6,30483,71.5,24,1,3,2,7,19,14,1,kidnap
2,9,1,0,2,23.752348,90.344857,mohammadpur,dhaka,dhaka,28.5,24.1,19.7,176,5.3,75.0,6.0,59.0,36.0,3,47069,106778,86292,193070,124.0,4.1,68592,83.0,135,34,19,8,71,150,103,20,robbery
11,44,5,1,0,23.701978,90.503888,demra,dhaka,dhaka,27.8,25.3,22.9,308,32.0,80.0,4.0,91.0,36.0,2,8930,19903,16139,36042,123.0,4.0,16922,45.5,5,3,0,0,4,7,3,0,bodyfound
5,18,5,1,3,23.792422,90.463701,badda,dhaka,dhaka,36.3,33.5,30.7,176,16.1,80.0,6.0,65.0,44.0,1,20640,45954,39921,85875,115.0,4.2,42769,68.1,47,14,5,6,19,57,31,5,assault
7,30,4,0,4,23.858419,90.245579,savar,dhaka,dhaka,36.8,32.5,28.1,113,0.5,61.0,8.0,11.0,43.0,2,14596,36742,31491,68233,117.0,4.7,42318,74.4,24,7,5,2,18,31,16,4,robbery
7,26,5,1,2,23.780526,90.424254,gulshan,dhaka,dhaka,33.4,29.4,25.4,356,16.1,77.0,7.0,60.0,41.0,2,28983,68068,58994,127062,115.0,4.4,51508,79.8,55,14,5,1,25,67,24,12,assault
12,46,1,0,3,23.803998,90.45671,badda,dhaka,dhaka,31.4,27.4,23.4,116,1.4,62.0,8.0,32.0,38.0,3,29903,66376,57329,123705,116.0,4.1,53789,80.3,77,20,13,7,39,91,46,13,robbery
8,30,6,1,1,23.730025,90.434643,aftabnagar,dhaka,dhaka,33.5,30.8,28.0,353,7.6,81.0,9.0,58.0,42.0,2,25296,63176,51132,114308,124.0,4.5,43953,72.6,71,17,13,5,33,75,30,11,assault
4,18,5,1,4,23.752944,90.356358,mohammadpur,dhaka,dhaka,37.7,34.6,31.4,176,8.1,74.0,7.0,51.0,45.0,1,19558,44962,38891,83853,116.0,4.3,45088,71.7,38,11,12,3,20,39,17,11,assault
12,47,5,1,0,23.90327,90.338334,ashulia,dhaka,dhaka,28.2,24.5,20.7,143,1.6,62.0,10.0,28.0,34.0,3,12290,28744,23396,52140,123.0,4.2,28822,61.4,21,3,4,0,7,12,6,0,kidnap
1,4,0,0,1,23.723956,90.441021,aftabnagar,dhaka,dhaka,26.4,23.7,21.1,308,31.1,92.0,5.0,97.0,36.0,3,5343,13257,10611,23868,125.0,4.5,12173,56.8,6,1,1,2,3,6,4,0,bodyfound
10,39,2,0,2,23.763161,90.373542,dhanmondi,dhaka,dhaka,37.0,35.0,32.9,116,1.6,59.0,10.0,29.0,43.0,2,19641,46566,40489,87055,115.0,4.4,44803,73.0,40,17,9,8,24,64,36,10,robbery
8,33,5,1,3,23.723952,90.399424,buet,dhaka,dhaka,35.0,31.6,28.2,176,16.7,83.0,9.0,54.0,43.0,2,36028,91918,77437,169355,119.0,4.7,63125,76.9,114,20,12,8,49,131,58,26,robbery
2,9,4,0,1,23.777794,90.341303,gabtoli,dhaka,dhaka,30.0,26.9,23.8,116,0.7,60.0,9.0,27.0,36.0,3,28823,72732,62054,134786,117.0,4.7,46630,81.8,77,18,13,2,31,82,31,9,robbery
8,34,6,1,2,23.734986,90.409042,uttarkhan,dhaka,dhaka,30.3,27.4,24.6,353,10.9,72.0,9.0,80.0,37.0,2,20785,53163,42780,95943,124.0,4.6,40792,63.4,51,16,6,6,18,56,21,12,assault
4,14,4,0,0,23.742116,90.367092,hazaribagh,dhaka,dhaka,35.6,31.3,27.0,116,0.8,58.0,9.0,24.0,41.0,1,26199,68037,55754,123791,122.0,4.7,42894,74.1,51,14,5,0,19,54,25,8,rape
4,18,5,1,2,23.783809,90.351179,gabtoli,dhaka,dhaka,35.1,31.0,27.0,176,19.9,78.0,9.0,43.0,43.0,1,21819,50600,43193,93793,117.0,4.3,39105,74.0,48,23,10,6,15,52,29,8,robbery
8,30,6,1,3,23.869523,90.274728,savar,dhaka,dhaka,35.4,33.3,31.1,356,14.6,86.0,9.0,73.0,44.0,2,18757,41535,34349,75884,121.0,4.0,32500,61.5,29,13,3,1,13,28,10,4,assault
1,4,1,0,3,23.870357,90.273827,savar,dhaka,dhaka,27.8,24.8,21.8,143,0.4,53.0,10.0,16.0,33.0,3,19178,48887,40500,89387,121.0,4.7,33887,55.0,31,5,3,2,13,28,15,3,kidnap
6,24,5,1,3,23.712271,90.396463,bangshal,dhaka,dhaka,31.4,28.1,24.8,143,0.4,69.0,10.0,30.0,38.0,2,25943,59029,49099,108128,120.0,4.2,37955,59.1,39,9,7,3,23,51,16,15,kidnap
8,33,6,1,3,23.864925,90.276398,savar,dhaka,dhaka,39.7,35.2,30.8,353,15.9,71.0,8.0,53.0,47.0,2,32374,75054,63225,138279,119.0,4.3,57196,71.1,70,15,9,3,31,83,33,11,assault
12,47,0,0,3,23.731932,90.383998,chawkbazar,dhaka,dhaka,33.2,28.5,23.8,176,8.8,83.0,7.0,70.0,42.0,3,25086,55283,47354,102637,117.0,4.1,57240,67.5,47,12,11,5,34,64,35,10,robbery
7,30,4,0,3,23.786146,90.426677,gulshan,dhaka,dhaka,32.1,29.6,27.1,116,1.1,51.0,9.0,1.0,37.0,2,13814,34481,29255,63736,118.0,4.6,36587,71.9,32,6,2,6,19,40,18,3,robbery
6,23,5,1,3,23.705963,90.416177,aftabnagar,dhaka,dhaka,34.1,29.3,24.6,353,4.0,86.0,8.0,66.0,43.0,2,16165,39832,34006,73838,117.0,4.6,24844,75.0,33,9,4,1,15,34,14,5,assault
3,12,6,1,1,23.882062,90.261503,dhaka university,dhaka,dhaka,28.7,25.8,22.9,359,34.4,80.0,7.0,95.0,37.0,1,3903,9716,7822,17538,124.0,4.5,10808,64.2,4,1,0,2,1,10,4,1,bodyfound
10,41,6,1,3,23.85954,90.257282,savar,dhaka,dhaka,33.6,28.6,23.6,116,1.4,64.0,9.0,11.0,40.0,2,23992,54493,44613,99106,122.0,4.1,43617,72.4,71,12,3,6,23,75,26,16,robbery
8,31,5,1,3,23.72539,90.418104,aftabnagar,dhaka,dhaka,32.1,27.5,22.9,113,0.6,70.0,8.0,20.0,39.0,2,24103,60890,50537,111427,120.0,4.6,51497,68.4,55,13,9,4,26,45,20,15,robbery
11,45,2,0,3,23.795656,90.465609,badda,dhaka,dhaka,36.4,32.7,29.1,113,1.5,61.0,10.0,2.0,42.0,2,19018,43885,36766,80651,119.0,4.2,28007,83.3,45,9,4,2,22,36,25,7,robbery
12,50,6,1,3,23.868996,90.266438,dhaka university,dhaka,dhaka,30.8,26.6,22.5,176,13.8,84.0,7.0,41.0,39.0,3,22391,57945,47206,105151,123.0,4.7,40341,69.6,28,10,4,3,23,57,30,9,robbery
10,41,6,1,4,23.803233,90.45135,badda,dhaka,dhaka,33.5,30.8,28.2,176,5.1,82.0,8.0,52.0,42.0,2,9055,22705,19520,42225,116.0,4.7,25861,64.3,18,2,0,5,12,23,13,7,kidnap
4,15,5,1,3,23.865621,90.266092,savar,dhaka,dhaka,38.3,34.3,30.4,356,16.1,82.0,7.0,50.0,46.0,1,9045,23557,19334,42891,122.0,4.7,22135,65.1,23,4,5,6,6,20,12,10,assault
3,12,1,0,1,23.726364,90.493602,demra,dhaka,dhaka,36.3,34.2,32.1,116,0.3,63.0,9.0,30.0,43.0,1,20431,50200,40925,91125,123.0,4.5,36607,56.5,28,7,5,3,17,33,18,5,rape
10,41,1,0,0,23.708856,90.391942,chawkbazar,dhaka,dhaka,33.7,30.6,27.5,176,10.6,90.0,7.0,63.0,43.0,2,15299,38627,33543,72170,115.0,4.7,36593,67.4,38,8,3,5,16,36,13,3,kidnap
4,18,5,1,0,23.727074,90.387219,chawkbazar,dhaka,dhaka,32.1,28.6,25.0,308,39.1,91.0,5.0,80.0,41.0,1,17798,41083,32960,74043,125.0,4.2,31311,51.9,26,9,5,1,8,22,8,2,murder
12,46,5,1,4,23.724989,90.427258,aftabnagar,dhaka,dhaka,34.3,31.2,28.2,176,13.0,81.0,7.0,53.0,42.0,3,10589,24150,20751,44901,116.0,4.2,25428,72.2,19,5,4,2,12,32,9,2,robbery
4,17,6,1,4,23.712262,90.407179,bangshal,dhaka,dhaka,34.5,31.8,29.1,359,28.5,94.0,6.0,82.0,44.0,1,11709,29307,24257,53564,121.0,4.6,28285,52.5,24,5,0,2,7,18,6,5,murder
6,23,2,0,3,23.799513,90.394266,cantonment,dhaka,dhaka,33.9,28.9,23.9,116,0.3,52.0,9.0,32.0,39.0,2,28123,69869,56079,125948,125.0,4.5,51515,73.7,82,17,12,7,35,85,43,12,robbery
5,20,5,1,0,23.898312,90.334875,ashulia,dhaka,dhaka,30.2,25.9,21.5,386,38.5,87.0,7.0,95.0,39.0,1,17928,41220,35008,76228,118.0,4.3,41369,52.3,23,4,1,1,12,23,10,5,murder
6,23,6,1,4,23.72804,90.394385,buet,dhaka,dhaka,32.6,29.1,25.5,386,21.1,88.0,7.0,97.0,41.0,2,18804,43920,36297,80217,121.0,4.3,44742,50.2,18,6,3,2,9,19,9,3,murder
8,33,6,1,4,23.708617,90.371308,chawkbazar,dhaka,dhaka,28.9,24.7,20.5,386,33.0,90.0,5.0,85.0,38.0,2,21396,49254,41327,90581,119.0,4.2,49746,65.3,36,7,6,1,14,33,14,5,murder
10,38,1,0,4,23.71566,90.480471,demra,dhaka,dhaka,30.6,25.8,21.0,113,0.7,65.0,9.0,26.0,37.0,2,27270,66912,54471,121383,123.0,4.5,43377,71.3,51,7,11,2,22,62,24,8,robbery
12,48,6,1,4,23.754049,90.358564,mohammadpur,dhaka,dhaka,29.5,27.0,24.6,353,14.5,86.0,7.0,47.0,38.0,3,12839,31075,25793,56868,120.0,4.4,20935,66.5,34,6,0,5,12,23,12,2,kidnap
9,37,5,1,2,23.746241,90.350688,hazaribagh,dhaka,dhaka,36.6,31.8,27.0,176,18.4,78.0,7.0,78.0,44.0,2,33470,81835,69151,150986,118.0,4.5,55312,75.0,82,23,7,4,48,87,35,17,assault
4,17,5,1,4,23.818244,90.397483,cantonment,dhaka,dhaka,34.5,31.5,28.6,176,6.5,77.0,7.0,52.0,42.0,1,8477,22169,17863,40032,124.0,4.7,24613,76.6,21,4,0,2,11,14,9,3,assault
6,23,6,1,3,23.892801,90.25511,dhaka university,dhaka,dhaka,34.5,30.3,26.1,176,3.6,81.0,7.0,57.0,43.0,2,15032,38026,30577,68603,124.0,4.6,40702,61.7,36,6,2,4,13,50,18,5,assault
6,26,5,1,4,23.738215,90.401006,uttarkhan,dhaka,dhaka,36.8,32.3,27.9,113,1.1,69.0,8.0,8.0,44.0,2,16865,40146,32994,73140,122.0,4.3,34769,84.0,49,10,4,6,33,60,28,6,robbery
